account_id,amount_zscore,velocity,entropy_risk,cluster_density
ACC01612,0.1074871495994008,0.9999990000010001,4.820810417527355e-12,0.010998578535794256
ACC00667,1.5625208294831636,0.9999990000010001,5.933142865899299e-12,0.010070652746967886
ACC01214,0.11740042029165726,0.9999990000010001,5.933142865899299e-12,0.010011916622663014
ACC01248,0.10992694505524392,0.9999990000010001,4.601874437071274e-12,0.010011916622663014
ACC00899,0.10761431516582641,0.9999990000010001,3.852362873146831e-12,0.009746242916926601
ACC01877,0.11625575818430524,0.9999990000010001,4.820810417527355e-12,0.010070652746967886
ACC00084,0.11611167480416446,0.9999990000010001,0.01334004133094946,0.010998578535794256
ACC01259,0.12208521384520737,0.9999990000010001,3.7870817592988715e-12,0.010070652746967886
ACC00531,0.12319575500150133,0.9999990000010001,4.1845416021146775e-12,0.010070652746967886
ACC01342,0.1125716399069893,0.9999990000010001,4.601874437071274e-12,0.010070652746967886
ACC00119,4.185349692930392,0.9999990000010001,5.0494053382976745e-12,0.02263779527419797
ACC00361,0.11768647654292938,0.9999990000010001,5.042188888637611e-12,0.009746242916926601
ACC00162,0.11093676230681292,0.9999990000010001,5.2653437165872674e-12,0.010011916622663014
ACC00707,0.11894014381307146,0.9999990000010001,4.601874437071274e-12,0.010070652746967886
ACC01706,0.1169150269487061,0.9999990000010001,5.488276499931999e-12,0.010011916622663014
ACC00453,0.11882804126880524,0.9999990000010001,4.820810417527355e-12,0.009746242916926601
ACC01171,0.09678111771659982,0.9999990000010001,6.374123451280411e-12,0.009746242916926601
ACC01882,0.11041635155936373,0.9999990000010001,4.820810417527355e-12,0.009746242916926601
ACC00068,3.742797301859329,0.9999990000010001,0.07161678823421269,0.02263779527419797
ACC01786,3.678368203209079,0.9999990000010001,3.7870817592988715e-12,0.02263779527419797
ACC01461,0.119020769237618,0.9999990000010001,5.2653437165872674e-12,0.010011916622663014
ACC01709,0.11346167551291043,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC01975,0.11722896246735903,0.9999990000010001,3.852362873146831e-12,0.009746242916926601
ACC01508,8.677576712424646,0.9999990000010001,3.7870817592988715e-12,0.009746242916926601
ACC00979,0.11965386163157953,0.9999990000010001,5.2653437165872674e-12,0.010011916622663014
ACC00934,0.10956871034982535,0.9999990000010001,4.601874437071274e-12,0.02263779527419797
ACC01162,0.11218490925909427,0.9999990000010001,5.2653437165872674e-12,0.010998578535794256
ACC00978,0.116522926491545,0.9999990000010001,4.601874437071274e-12,0.010011916622663014
ACC00850,0.11353100330369736,0.9999990000010001,6.5927263648291046e-12,0.010011916622663014
ACC00875,0.12053702476729493,0.9999990000010001,5.933142865899299e-12,0.010011916622663014
ACC00973,0.12013459873521044,0.9999990000010001,4.601874437071274e-12,0.009746242916926601
ACC00278,0.11251581112172926,0.9999990000010001,4.388267527133394e-12,0.009746242916926601
ACC01931,0.11778509018536304,0.9999990000010001,4.601874437071274e-12,0.010070652746967886
ACC01595,0.11791356294661022,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC01444,0.8868384104503584,0.9999990000010001,4.1845416021146775e-12,0.010011916622663014
ACC01311,0.12075038618340245,0.9999990000010001,5.042188888637611e-12,0.010070652746967886
ACC01852,0.11428053294216957,0.9999990000010001,5.042188888637611e-12,0.010070652746967886
ACC01379,0.11405152918626767,0.9999990000010001,5.933142865899299e-12,0.010070652746967886
ACC01002,0.11806745557472935,0.9999990000010001,6.154077247799705e-12,0.010011916622663014
ACC00085,0.11031638960242242,0.9999990000010001,0.011890908430916336,0.010011916622663014
ACC00830,0.11249836462633551,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC01997,0.11920493165950809,0.9999990000010001,3.9998004908170515e-12,0.010011916622663014
ACC00868,0.11705726310602456,0.9999990000010001,4.1845416021146775e-12,0.010070652746967886
ACC00406,0.11962491337255579,0.9999990000010001,4.601874437071274e-12,0.04761904759880143
ACC01316,0.11928808831704019,0.9999990000010001,5.042188888637611e-12,0.010011916622663014
ACC00258,0.11737870939893383,0.9999990000010001,4.601874437071274e-12,0.010011916622663014
ACC00647,0.12008991632200754,0.9999990000010001,4.601874437071274e-12,0.010070652746967886
ACC01983,0.11880320497839282,1.8461521420134077,5.488276499931999e-12,0.009746242916926601
ACC01891,0.11418297769626841,0.9999990000010001,6.374123451280411e-12,0.010011916622663014
ACC00473,0.12530661229469103,0.9999990000010001,3.852362873146831e-12,0.02263779527419797
ACC01055,0.11466686061714068,0.9999990000010001,5.933142865899299e-12,0.04573170728918798
ACC00332,0.11726571641765522,1.8571411326546627,0.009712883251339455,0.010070652746967886
ACC00972,0.10846537699074602,0.9999990000010001,6.374123451280411e-12,0.010011916622663014
ACC00054,0.11338642648732321,0.9999990000010001,5.042188888637611e-12,0.009746242916926601
ACC01584,0.12128515633643926,0.9999990000010001,4.1845416021146775e-12,0.010070652746967886
ACC00848,0.11906615166452499,0.9999990000010001,5.2653437165872674e-12,0.009746242916926601
ACC00806,0.4878456822930488,0.9999990000010001,6.154077247799705e-12,0.010998578535794256
ACC00849,0.11493650158817206,0.9999990000010001,6.154077247799705e-12,0.009746242916926601
ACC00228,0.12163244498141446,0.9999990000010001,0.10375937482340447,0.010011916622663014
ACC01385,5.457004194087083,0.9999990000010001,5.0494053382976745e-12,0.010011916622663014
ACC00356,0.11897612907376291,0.9999990000010001,4.388267527133394e-12,0.009746242916926601
ACC01336,0.10915755460837902,0.9999990000010001,6.374123451280411e-12,0.010070652746967886
ACC01019,0.11657599829975518,0.9999990000010001,4.820810417527355e-12,0.010070652746967886
ACC01994,0.11994394731054639,0.9999990000010001,4.388267527133394e-12,0.010070652746967886
ACC00673,0.12011245578423844,0.9999990000010001,5.042188888637611e-12,0.04761904759880143
ACC00022,0.10677235028043043,0.9999990000010001,5.488276499931999e-12,0.02263779527419797
ACC00223,0.11195707741424661,0.9999990000010001,7.026934589760003e-12,0.02263779527419797
ACC01128,0.11770407576858585,0.9999990000010001,5.488276499931999e-12,0.010011916622663014
ACC00016,0.11484241974634497,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC01570,0.12142618863587046,0.9999990000010001,4.388267527133394e-12,0.0396103895975291
ACC00893,0.11393466632320888,0.9999990000010001,7.668421453388419e-12,0.010070652746967886
ACC01306,0.11311232265969234,0.9999990000010001,5.042188888637611e-12,0.009746242916926601
ACC00146,1.3233121362677929,0.9999990000010001,5.0494053382976745e-12,0.010070652746967886
ACC01769,0.11808574047115176,0.9999990000010001,5.488276499931999e-12,0.010070652746967886
ACC00132,0.11509050851922818,0.9999990000010001,5.042188888637611e-12,0.010070652746967886
ACC00674,0.11529794558718774,0.9999990000010001,5.71076519406688e-12,0.010070652746967886
ACC00910,0.11663819182500144,0.9999990000010001,5.2653437165872674e-12,0.009746242916926601
ACC01454,2.7766340507007023,0.9999990000010001,0.026023968375253448,0.02263779527419797
ACC01866,0.11591344502134973,0.9999990000010001,5.2653437165872674e-12,0.009746242916926601
ACC00809,0.11387668622492986,0.9999990000010001,4.388267527133394e-12,0.009746242916926601
ACC00993,0.11614557387339622,0.9999990000010001,4.601874437071274e-12,0.010070652746967886
ACC01660,0.11222317523899125,0.9999990000010001,5.2653437165872674e-12,0.010070652746967886
ACC00336,0.11202404904701925,0.9999990000010001,5.042188888637611e-12,0.010070652746967886
ACC00105,0.11867672596386927,0.9999990000010001,4.388267527133394e-12,0.010070652746967886
ACC01215,0.12149675001724076,0.9999990000010001,6.154077247799705e-12,0.010070652746967886
ACC01652,0.10499428233534752,0.9999990000010001,5.2653437165872674e-12,0.010011916622663014
ACC01296,0.11211451749642916,0.9999990000010001,5.042188888637611e-12,0.010998578535794256
ACC01370,0.11073433009207742,0.9999990000010001,4.1845416021146775e-12,0.010998578535794256
ACC01216,0.1115957669563068,0.9999990000010001,4.388267527133394e-12,0.010011916622663014
ACC01653,0.11680569286638377,0.9999990000010001,5.488276499931999e-12,0.010011916622663014
ACC01483,0.10764265602834384,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC00853,0.11763984681887699,0.9999990000010001,3.9998004908170515e-12,0.010011916622663014
ACC00323,0.1116859535988012,0.9999990000010001,6.5927263648291046e-12,0.010070652746967886
ACC00230,0.11368524324630813,0.9999990000010001,5.2653437165872674e-12,0.010070652746967886
ACC00056,0.10845058384503403,0.9999990000010001,4.1845416021146775e-12,0.010070652746967886
ACC01621,0.1065144105562242,0.9999990000010001,4.1845416021146775e-12,0.010011916622663014
ACC01324,0.11527103026737087,0.9999990000010001,5.488276499931999e-12,0.010011916622663014
ACC00633,0.10838602160944825,0.9999990000010001,6.810663144563023e-12,0.009746242916926601
ACC01060,0.1210940978268827,0.9999990000010001,4.1845416021146775e-12,0.010011916622663014
ACC00494,0.12175829336229042,0.9999990000010001,5.488276499931999e-12,0.010011916622663014
ACC01758,0.10913312951482776,0.9999990000010001,5.71076519406688e-12,0.010011916622663014
ACC00654,0.11579742848766679,0.9999990000010001,4.388267527133394e-12,0.010011916622663014
ACC00311,0.10829934563950955,0.9999990000010001,5.042188888637611e-12,0.010070652746967886
ACC01487,0.11590253375448695,0.9999990000010001,8.089640068931203e-12,0.010070652746967886
ACC00946,0.11760185222890833,0.9999990000010001,4.601874437071274e-12,0.010998578535794256
ACC01186,0.11754540312381208,0.9999990000010001,5.933142865899299e-12,0.009746242916926601
ACC01388,0.1158866678817528,0.9999990000010001,4.820810417527355e-12,0.010998578535794256
ACC01916,0.11575074675930548,0.9999990000010001,6.5927263648291046e-12,0.010998578535794256
ACC01672,0.11973769096500236,0.9999990000010001,3.9998004908170515e-12,0.010998578535794256
ACC01356,0.11358066766058494,0.9999990000010001,4.820810417527355e-12,0.009746242916926601
ACC01434,0.10568885208668884,0.9999990000010001,3.852362873146831e-12,0.0396103895975291
ACC00250,0.11106574856482603,0.9999990000010001,4.820810417527355e-12,0.009746242916926601
ACC01177,0.1191129125799569,0.9999990000010001,5.488276499931999e-12,0.010011916622663014
ACC00353,0.11228472044385314,0.9999990000010001,0.01334004133094946,0.010998578535794256
ACC00304,0.11508955689220669,0.9999990000010001,4.820810417527355e-12,0.02263779527419797
ACC00793,2.5964139497969168,0.9999990000010001,0.03903595256007075,0.010070652746967886
ACC00219,5.20672704521547,0.9999990000010001,5.0494053382976745e-12,0.010070652746967886
ACC00224,0.11905417604546456,0.9999990000010001,7.026934589760003e-12,0.010011916622663014
ACC01661,0.11114910436590167,0.9999990000010001,4.601874437071274e-12,0.010011916622663014
ACC01688,3.09614385585345,0.9999990000010001,0.03286798191762452,0.02263779527419797
ACC00639,0.10961168042181368,0.9999990000010001,5.71076519406688e-12,0.009746242916926601
ACC01696,0.11246579783493382,0.9999990000010001,4.388267527133394e-12,0.010070652746967886
ACC00923,0.1162482949612757,0.9999990000010001,4.601874437071274e-12,0.02263779527419797
ACC01878,0.11870873543666807,0.9999990000010001,4.1845416021146775e-12,0.010070652746967886
ACC00305,0.12428092243308543,0.9999990000010001,5.2653437165872674e-12,0.010070652746967886
ACC00213,0.1194900998457562,0.9999990000010001,5.488276499931999e-12,0.010070652746967886
ACC01854,0.11737286697686523,0.9999990000010001,5.042188888637611e-12,0.010011916622663014
ACC01928,0.1141366551604593,0.9999990000010001,5.2653437165872674e-12,0.009746242916926601
ACC00925,0.11900256349659136,0.9999990000010001,4.388267527133394e-12,0.009746242916926601
ACC00333,4.492656269028381,0.9999990000010001,0.040852082976505444,0.03999999998367347
ACC01966,0.11890922707243412,0.9999990000010001,5.2653437165872674e-12,0.010070652746967886
ACC01937,0.6804098327538013,0.9999990000010001,0.017432406931015443,0.04761904759880143
ACC00010,0.10980753348677105,0.9999990000010001,7.456035788777626e-12,0.010011916622663014
ACC01774,0.11167333924415944,0.9999990000010001,5.71076519406688e-12,0.010011916622663014
ACC00907,0.1150342321168136,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC01534,0.10882859124523223,0.9999990000010001,4.1845416021146775e-12,0.010011916622663014
ACC01884,0.11325117013313471,0.9999990000010001,4.601874437071274e-12,0.010011916622663014
ACC00029,0.1160472900108452,0.9999990000010001,4.1845416021146775e-12,0.010011916622663014
ACC00905,0.12001450869191671,0.9999990000010001,5.2653437165872674e-12,0.010070652746967886
ACC00872,0.11939347807254842,0.9999990000010001,5.2653437165872674e-12,0.010011916622663014
ACC00997,0.10837632169191354,0.9999990000010001,5.71076519406688e-12,0.009746242916926601
ACC01724,0.11869749213963655,0.9999990000010001,4.1845416021146775e-12,0.009746242916926601
ACC00275,0.12249976196075803,0.9999990000010001,5.488276499931999e-12,0.009746242916926601
ACC00060,0.112676350622281,0.9999990000010001,3.7870817592988715e-12,0.009746242916926601
ACC00591,0.10628338449499768,0.9999990000010001,5.933142865899299e-12,0.010070652746967886
ACC00450,0.12249636958665369,0.9999990000010001,5.0494053382976745e-12,0.010998578535794256
ACC00045,0.11742239563878863,0.9999990000010001,5.2653437165872674e-12,0.010070652746967886
ACC01152,0.12285935361581833,0.9999990000010001,3.7870817592988715e-12,0.010070652746967886
ACC00196,0.8789657676470713,0.9999990000010001,4.1845416021146775e-12,0.03999999998367347
ACC00093,0.11454529752962476,0.9999990000010001,4.601874437071274e-12,0.009746242916926601
ACC01764,0.11785334022917694,0.9999990000010001,4.601874437071274e-12,0.010998578535794256
ACC00959,0.11454433154384988,1.8333316527793186,5.2653437165872674e-12,0.009746242916926601
ACC00018,0.120696903589528,0.9999990000010001,4.601874437071274e-12,0.010998578535794256
ACC01322,0.11732158044836048,0.9999990000010001,4.601874437071274e-12,0.010998578535794256
ACC00559,0.11558033650013066,0.9999990000010001,4.388267527133394e-12,0.010998578535794256
ACC00033,0.11548501078779864,0.9999990000010001,3.852362873146831e-12,0.010070652746967886
ACC01289,0.11925883851365164,0.9999990000010001,4.601874437071274e-12,0.010070652746967886
ACC01990,2.121879071875321,0.9999990000010001,3.852362873146831e-12,0.009746242916926601
ACC00715,0.11915691651833893,0.9999990000010001,5.488276499931999e-12,0.010998578535794256
ACC00319,0.10994899548692214,0.9999990000010001,4.388267527133394e-12,0.010011916622663014
ACC01920,0.11709604924995089,0.9999990000010001,5.71076519406688e-12,0.009746242916926601
ACC00426,0.12104714736927857,0.9999990000010001,4.820810417527355e-12,0.010011916622663014
ACC00671,0.10931593001656462,0.9999990000010001,0.01334004133094946,0.009746242916926601
